user_reputation,taker_mpxr_delta,range_weight,intermediate_quality,post_quality
217,1.112411689729992,20,1.3348940276759904,0.22248233794599837
223,9.499542594169508,20,11.39945111300341,1.899908518833902
126,-4.606231055033694,15,-5.297165713288748,-0.6909346582550535
179,2.164407120443034,15,2.489068188509489,0.324661068066455
130,-8.965162980576613,15,-10.309937427663105,-1.3447744470864915
118,-9.54948141898283,10,-10.504429560881114,-0.9549481418982833
328,1.8462878100834441,30,2.4001741531084773,0.5538863430250331
256,5.833895651361278,20,7.000674781633533,1.1667791302722552
376,-6.704450624095546,30,-8.71578581132421,-2.0113351872286636
224,-6.520190617385147,20,-7.824228740862176,-1.3040381234770289
242,8.558611813279438,20,10.270334175935325,1.7117223626558875
268,2.1891206132137775,20,2.626944735856533,0.4378241226427555
311,-0.20164592924563252,30,-0.2621397080193223,-0.06049377877368978
15,-6.348388143028236,5,-6.6658075501796485,-0.31741940715141226
250,-0.9569574666416703,20,-1.1483489599700043,-0.19139149332833405
59,6.061617657892469,9,6.607163247102792,0.5455455892103229
336,3.949889969571922,30,5.134856960443499,1.184966990871577
94,7.441764877191936,10,8.18594136491113,0.7441764877191943
305,6.095964325429751,30,7.924753623058677,1.8287892976289255
270,-2.542464355733971,20,-3.050957226880765,-0.5084928711467942
112,5.40858516160716,10,5.949443677767877,0.5408585161607169
39,0.3828617218021826,7,0.4096620423283354,0.026800320526152832
238,5.833310199596086,20,6.999972239515303,1.166662039919217
268,3.9034660804532386,20,4.6841592965438865,0.7806932160906479
293,-3.577104154161579,20,-4.292524984993895,-0.7154208308323158
32,-5.620444042012023,7,-6.0138751249528655,-0.3934310829408423
364,3.6828691529846473,30,4.787729898880042,1.1048607458953947
329,4.905678113132925,30,6.377381547072803,1.4717034339398776
107,7.462770479746958,10,8.209047527721655,0.7462770479746972
308,6.911730221887439,30,8.985249288453671,2.0735190665662326
59,0.32587291938809493,9,0.3552014821330235,0.029328562744928566
372,-3.2072716195924134,30,-4.169453105470137,-0.962181485877724
85,1.6687124635521773,10,1.835583709907395,0.16687124635521777
367,0.8932027848257675,30,1.1611636202734978,0.2679608354477303
36,-5.429056147096983,7,-5.809090077393772,-0.380033930296789
333,1.0952803148517027,30,1.4238644093072137,0.32858409445551096
71,-7.120492982760885,9,-7.761337351209365,-0.6408443684484801
278,8.700747109015875,20,10.44089653081905,1.7401494218031743
165,-6.432596243512689,15,-7.397485680039592,-0.964889436526903
138,5.44084446101094,15,6.25697113016258,0.8161266691516404
196,-7.4182859594113015,15,-8.531028853322995,-1.112742893911694
396,-4.028898477348967,30,-5.237568020553658,-1.2086695432046906
57,2.53881690597664,9,2.7673104275145377,0.2284935215378976
61,-8.384785881975967,9,-9.139416611353804,-0.7546307293778369
66,-9.635827460125112,9,-10.503051931536373,-0.8672244714112605
371,3.3798290745213837,30,4.393777796877799,1.0139487223564156
287,3.811313851309011,20,4.573576621570813,0.7622627702618017
225,4.207425874616497,20,5.048911049539797,0.8414851749232994
240,6.959093481458048,20,8.350912177749658,1.39181869629161
399,-6.97547279954871,30,-9.068114639413324,-2.092641839864614
187,7.929483201903814,15,9.118905682189386,1.1894224802855717
204,-0.9217532385011307,20,-1.1061038862013568,-0.18435064770022613
335,8.088960079155914,30,10.515648102902688,2.426688023746774
266,7.072054456391122,20,8.486465347669347,1.4144108912782247
209,-6.9208961462415,20,-8.3050753754898,-1.3841792292483
202,5.0356449284699085,20,6.04277391416389,1.0071289856939813
124,2.6179542554512185,15,3.010647393768901,0.3926931383176826
159,-9.755406470241034,15,-11.218717440777189,-1.4633109705361544
168,-4.277393062101118,15,-4.9190020214162855,-0.6416089593151675
228,-1.7865094753496713,20,-2.1438113704196056,-0.35730189506993426
63,-4.632385117462661,9,-5.049299778034301,-0.4169146605716403
193,7.298536483221291,15,8.393316955704483,1.0947804724831922
79,0.3376578439046476,10,0.3714236282951124,0.03376578439046479
104,-7.506539330306756,10,-8.257193263337433,-0.7506539330306765
392,-5.080108605270455,30,-6.604141186851592,-1.524032581581137
213,-0.943256900512381,20,-1.131908280614857,-0.18865138010247606
178,6.975502130108701,15,8.021827449625006,1.0463253195163045
335,1.6917852714681842,30,2.1993208529086394,0.5075355814404552
337,3.5380774917257476,30,4.599500739243472,1.061423247517724
104,0.9819451908367522,10,1.0801397099204275,0.09819451908367527
333,-2.8182594389442244,30,-3.6637372706274918,-0.8454778316832674
187,-9.006600078759512,15,-10.357590090573437,-1.3509900118139253
398,-4.177881495152116,30,-5.431245943697751,-1.2533644485456348
205,-3.6600137972846554,20,-4.392016556741586,-0.7320027594569307
196,4.8617086017670825,15,5.590964892032145,0.7292562902650621
9,-3.08113651731621,4,-3.2043819780088585,-0.1232454606926483
168,3.579754003502625,15,4.116717104028019,0.5369631005253934
140,-1.5416193365923831,15,-1.7728622370812406,-0.23124290048885743
147,-8.610444584614212,15,-9.902011272306343,-1.2915666876921303
172,-4.935720481584271,15,-5.676078553821911,-0.7403580722376404
344,-7.406338319834571,30,-9.628239815784942,-2.2219014959503713
348,-3.0933542964930645,30,-4.021360585440984,-0.9280062889479197
250,1.7283041820049512,20,2.0739650184059415,0.3456608364009903
45,6.386655742981031,7,6.833721644989703,0.44706590200867247
134,6.820328100642666,15,7.843377315739065,1.0230492150963997
252,7.551034501850854,20,9.061241402221023,1.5102069003701697
377,-4.8671517786997835,30,-6.327297312309719,-1.4601455336099356
160,6.568589100940589,15,7.553877466081676,0.9852883651410878
210,-0.36477165373437437,20,-0.4377259844812492,-0.07295433074687485
147,-7.875118153209916,15,-9.056385876191403,-1.1812677229814863
139,2.7189947288183465,15,3.126843938141098,0.4078492093227517
51,-6.567888385610495,9,-7.158998340315439,-0.5911099547049448
28,-2.5565501878404495,7,-2.735508700989281,-0.1789585131488316
132,7.347917204480748,15,8.45010478515286,1.102187580672112
74,-4.751518510194758,9,-5.179155176112287,-0.4276366659175288
319,-3.1760238355810255,30,-4.128830986255333,-0.9528071506743077
157,1.5115437291850853,15,1.7382752885628479,0.22673155937776257
320,3.200666767601817,30,4.160866797882362,0.9602000302805456
149,-6.411563293182539,15,-7.3732977871599195,-0.9617344939773806
217,-2.4349123185853223,20,-2.921894782302387,-0.48698246371706455
134,-5.3989335613497635,15,-6.208773595552228,-0.8098400342024643
14,1.7894101137188372,5,1.8788806194047791,0.08947050568594195
326,6.097548698112767,30,7.926813307546598,1.8292646094338307
350,6.5072396257762115,30,8.459411513509075,1.952171887732863
234,-0.788378173131898,20,-0.9460538077582775,-0.15767563462637957
114,9.982396622145686,10,10.980636284360255,0.9982396622145693
16,0.3217475189355863,5,0.3378348948823656,0.016087375946779336
289,-5.3708795523029895,20,-6.445055462763587,-1.074175910460598
88,1.2918417735026484,10,1.4210259508529133,0.12918417735026488
270,7.213056705084131,20,8.655668046100958,1.4426113410168266
293,-6.8093039827564805,20,-8.171164779307777,-1.361860796551296
172,-0.7630396789744065,15,-0.8774956308205674,-0.11445595184616086
381,6.158823965070226,30,8.006471154591294,1.8476471895210675
53,9.554000532977966,9,10.413860580945984,0.8598600479680183
238,-6.638689498174641,20,-7.96642739780957,-1.3277378996349283
351,4.321648613909341,30,5.6181431980821435,1.2964945841728026
15,0.6825645128464863,5,0.7166927384888107,0.03412822564232432
140,-0.3188962006435485,15,-0.3667306307400808,-0.047834430096532266
388,-4.449026110159613,30,-5.783733943207497,-1.3347078330478839
380,4.021657586949683,30,5.228154863034588,1.2064972760849049
285,5.848986236174309,20,7.0187834834091705,1.169797247234862
247,5.769961479842509,20,6.923953775811011,1.1539922959685018
48,-4.817501002657007,7,-5.1547260728429976,-0.33722507018599046
373,3.46601793753881,30,4.505823318800453,1.039805381261643
345,-3.2202103365980728,30,-4.186273437577495,-0.9660631009794223
211,9.10228325977209,20,10.922739911726508,1.8204566519544176
4,8.11336207207691,4,8.437896554959988,0.3245344828830774
30,-4.55240214530821,7,-4.871070295479785,-0.31866815017157535
6,-4.879981147158481,4,-5.07518039304482,-0.1951992458863394
280,9.57837142335994,20,11.494045708031928,1.9156742846719883
134,4.135703831110556,15,4.756059405777139,0.6203555746665828
42,-1.3744125165157346,7,-1.4706213926718361,-0.09620887615610152
172,8.018752299990574,15,9.221565144989158,1.2028128449985847
201,0.5787288129910202,20,0.6944745755892242,0.11574576259820402
130,7.591411391414599,15,8.73012310012679,1.13871170871219
14,-6.85385219643204,5,-7.196544806253643,-0.34269260982160255
370,3.9153354173550543,30,5.089936042561571,1.1746006252065166
328,-2.5557492632626584,30,-3.322474042241456,-0.7667247789787974
207,-2.56084585004567,20,-3.073015020054804,-0.512169170009134
127,-3.16597312518343,15,-3.6408690939609443,-0.4748959687775143
368,0.6576563720412025,30,0.8549532836535633,0.19729691161236074
362,-8.231097662040348,30,-10.700426960652452,-2.469329298612104
316,0.08426813685750822,30,0.10954857791476069,0.025280441057252467
231,6.8255470218939145,20,8.190656426272698,1.3651094043787833
281,-9.66951662202964,20,-11.603419946435567,-1.933903324405927
129,-8.422934237242616,15,-9.686374372829007,-1.2634401355863911
22,-8.245239512879003,7,-8.822406278780534,-0.5771667659015307
6,-5.317917691139272,4,-5.5306343987848425,-0.21271670764557093
122,-0.693719854202655,15,-0.7977778323330532,-0.10405797813039819
162,7.588238579291936,15,8.726474366185725,1.1382357868937891
235,4.035068481204334,20,4.8420821774452,0.8070136962408663
385,-0.9054720488071251,30,-1.1771136634492627,-0.27164161464213765
103,6.32842143395624,10,6.961263577351865,0.6328421433956244
115,7.518633389063016,10,8.270496727969318,0.7518633389063023
310,-7.6426502067008,30,-9.93544526871104,-2.2927950620102404
254,-7.634244811676738,20,-9.161093774012086,-1.5268489623353476
391,-5.443996378514681,30,-7.077195292069086,-1.6331989135544047
266,6.8931776308160515,20,8.271813156979261,1.37863552616321
388,8.383920544567694,30,10.899096707938002,2.515176163370308
394,-5.368560968785139,30,-6.979129259420681,-1.610568290635542
176,-1.6945549948530747,15,-1.9487382440810357,-0.254183249227961
355,4.11156616137057,30,5.345036009781741,1.233469848411171
70,-3.3954060867273466,9,-3.700992634532808,-0.30558654780546135
140,-7.890550954205442,15,-9.074133597336257,-1.1835826431308147
6,2.5295214936613206,4,2.6307023534077736,0.10118085974645297
102,-4.926999825567657,10,-5.419699808124423,-0.4926999825567657
84,-0.218397806969584,10,-0.2402375876665424,-0.02183978069695841
322,-3.858923472584575,30,-5.016600514359948,-1.157677041775373
46,6.188271094297463,7,6.621450070898286,0.43317897660082316
170,-6.65584353984632,15,-7.654220070823267,-0.9983765309769472
15,5.112113581148796,5,5.367719260206235,0.2556056790574397
336,-8.205984793027284,30,-10.667780230935469,-2.461795437908185
95,1.035631341561075,10,1.1391944757171826,0.10356313415610763
288,-1.4724573534378962,20,-1.7669488241254754,-0.2944914706875792
346,-8.823934855973036,30,-11.471115312764947,-2.6471804567919115
269,-2.023795415372609,20,-2.428554498447131,-0.4047590830745218
143,1.4565430725499606,15,1.6750245334324545,0.21848146088249387
62,4.807842388712496,9,5.240548203696621,0.43270581498412497
5,-4.557179008278485,4,-4.739466168609625,-0.18228716033114
179,7.733958387210144,15,8.894052145291665,1.160093758081521
351,6.3231330348139,30,8.22007294525807,1.8969399104441695
6,7.490883263368538,4,7.79051859390328,0.2996353305347421
57,0.5744991412987659,9,0.6262040640156549,0.05170492271688898
304,-3.7190608915802192,30,-4.8347791590542855,-1.1157182674740662
356,-6.640857296855199,30,-8.633114485911758,-1.9922571890565592
343,-5.256990944891156,30,-6.834088228358502,-1.5770972834673467
81,-2.2249120768350377,10,-2.4474032845185416,-0.22249120768350394
365,-6.121578135102094,30,-7.958051575632723,-1.8364734405306287
59,4.326907725730223,9,4.716329421045943,0.38942169531572013
29,-2.270458827697137,7,-2.429390945635937,-0.1589321179387997
300,4.320198821064345,30,5.616258467383648,1.2960596463193035
131,-0.4701656373216814,15,-0.5406904829199335,-0.07052484559825212
27,2.566163235555079,7,2.745794662043935,0.17963142648885588
302,6.079354952725552,30,7.9031614385432185,1.8238064858176664
29,-8.991683205146527,7,-9.621101029506784,-0.6294178243602566
256,-8.177640976399372,20,-9.813169171679247,-1.6355281952798748
292,-9.684308537045094,20,-11.621170244454113,-1.9368617074090189
346,1.739849295355711,30,2.2618040839624243,0.5219547886067133
281,3.7586327231054018,20,4.510359267726482,0.7517265446210804
23,-6.334769516662277,7,-6.778203382828637,-0.4434338661663597
364,6.5142265423118495,30,8.468494505005404,1.9542679626935548
68,7.53448832396716,9,8.212592273124205,0.6781039491570446
184,2.4648888547150527,15,2.8346221829223106,0.3697333282072579
284,-9.689789446692492,20,-11.62774733603099,-1.9379578893384988
331,-2.522930891774175,30,-3.2798101593064275,-0.7568792675322524
133,-6.064715552246676,15,-6.974422885083676,-0.9097073328370007
23,-2.941865035265394,7,-3.147795587733972,-0.20593055246857794
284,-9.388212141811255,20,-11.265854570173506,-1.8776424283622504
140,8.133634815289167,15,9.35368003758254,1.2200452222933738
179,-5.79778030830417,15,-6.667447354549795,-0.8696670462456249
50,-4.966302023669742,9,-5.413269205800019,-0.446967182130277
355,-1.5898202041134866,30,-2.0667662653475327,-0.47694606123404615
36,8.374553357377668,7,8.960772092394105,0.5862187350164376
82,6.819961595612405,10,7.501957755173646,0.6819961595612414
234,0.5125252918453587,20,0.6150303502144304,0.10250505836907176
356,-2.9961242939188466,30,-3.8949615820945005,-0.8988372881756539
341,4.988235681640097,30,6.484706386132126,1.4964707044920296
174,8.519968224236848,15,9.797963457872374,1.2779952336355258
124,7.703023424094333,15,8.858476937708483,1.15545351361415
323,-3.3305752604674543,30,-4.329747838607691,-0.9991725781402367
314,2.0358674699243924,30,2.64662771090171,0.6107602409773176
371,-6.514621745216907,30,-8.469008268781979,-1.9543865235650717
38,1.0947125252461944,7,1.1713424020134282,0.07662987676723376
273,-3.1644590140620066,20,-3.797350816874408,-0.6328918028124013
273,8.921079629905144,20,10.705295555886172,1.7842159259810284
172,7.492244599550489,15,8.616081289483061,1.1238366899325722
361,-9.148065809228683,30,-11.892485551997288,-2.7444197427686046
86,8.22443551858995,10,9.046879070448945,0.8224435518589956
191,9.352418746819936,15,10.755281558842926,1.40286281202299
140,0.8865620764479196,15,1.0195463879151074,0.1329843114671878
38,7.094426300264416,7,7.591036141282926,0.49660984101850936
118,0.04732739509371875,10,0.05206013460309063,0.004732739509371878
276,-4.33291096635646,20,-5.199493159627751,-0.8665821932712916
296,-1.952605429309049,20,-2.3431265151708587,-0.3905210858618098
11,-8.647654058344756,5,-9.080036761261994,-0.4323827029172378
275,2.7634333635125046,20,3.3161200362150054,0.5526866727025008
60,1.222577349081405,9,1.3326093104987315,0.11003196141732663
61,4.614689916335752,9,5.03001200880597,0.4153220924702179
370,3.4992399545083313,30,4.549011940860831,1.0497719863525
384,-2.0587043473181676,30,-2.676315651513618,-0.6176113041954503
13,7.350019246028253,5,7.717520208329667,0.3675009623014134
210,5.335208215793617,20,6.402249858952341,1.0670416431587233
170,2.3594098346603616,15,2.7133213098594156,0.35391147519905397
208,4.165260484774107,20,4.9983125817289284,0.8330520969548214
399,8.46616323406186,30,11.006012204280418,2.539848970218559
124,-5.822006155620865,15,-6.695307078963994,-0.8733009233431295
256,5.932850116713833,20,7.1194201400566,1.1865700233427665
115,-9.918040390324958,10,-10.909844429357454,-0.9918040390324965
43,-5.032002009346792,7,-5.384242150001068,-0.3522401406542759
204,-1.7132833708502169,20,-2.05594004502026,-0.3426566741700432
190,-0.9413176016627745,15,-1.0825152419121906,-0.14119764024941617
98,-7.514524109847571,10,-8.265976520832329,-0.7514524109847578
299,4.541912761383406,20,5.450295313660087,0.9083825522766809
258,0.5056111614793597,20,0.6067333937752316,0.10112223229587192
112,-6.3833621530026985,10,-7.021698368302969,-0.6383362153002707
383,2.631966666440455,30,3.4215566663725916,0.7895899999321365
98,8.719666851376108,10,9.591633536513719,0.8719666851376111
71,5.182955231433564,9,5.649421202262585,0.4664659708290211
192,-0.889466133987348,15,-1.02288605408545,-0.1334199200981021
236,-1.0888941387876514,20,-1.3066729665451817,-0.21777882775753032
182,-3.2909572842624417,15,-3.784600876901808,-0.4936435926393661
189,-6.813164527738406,15,-7.835139206899167,-1.0219746791607607
258,-2.8137874883536202,20,-3.3765449860243444,-0.5627574976707241
108,-2.0986908077086452,10,-2.3085598884795098,-0.20986908077086452
58,5.732962212940105,9,6.248928812104715,0.5159665991646101
186,5.4196397934666525,15,6.23258576248665,0.8129459690199976
96,-7.421473702383496,10,-8.163621072621845,-0.7421473702383494
37,-6.51324485012548,7,-6.969171989634264,-0.45592713950878405
156,5.6837210684786434,15,6.536279228750439,0.852558160271796
82,2.7897443968965856,10,3.0687188365862443,0.27897443968965874
152,8.707991276588153,15,10.014189968076375,1.3061986914882215
235,5.129434944149107,20,6.155321932978929,1.0258869888298214
269,-0.839769564361891,20,-1.0077234772342691,-0.16795391287237815
64,-0.6713443752288288,9,-0.7317653689994235,-0.06042099377059462
108,4.452324811014655,10,4.8975572921161215,0.44523248110146607
297,1.5817310872379267,20,1.898077304685512,0.3163462174475853
320,-0.06027387284157193,30,-0.07835603469404351,-0.01808216185247158
192,9.128155666410624,15,10.497379016372216,1.369223349961592
279,9.26394064883987,20,11.116728778607845,1.8527881297679745
208,1.2790679341997588,20,1.5348815210397107,0.2558135868399518
257,6.053052149341951,20,7.263662579210341,1.2106104298683897
358,-3.841000990959447,30,-4.993301288247282,-1.1523002972878347
252,9.318798119452786,20,11.182557743343343,1.863759623890557
204,1.2393720292636683,20,1.4872464351164019,0.24787440585273357
284,-8.329684862782766,20,-9.99562183533932,-1.665936972556553
168,5.85489239349573,15,6.733126252520089,0.878233859024359
182,-4.268813177753121,15,-4.909135154416089,-0.6403219766629675
319,-2.8161266816332597,30,-3.6609646861232377,-0.8448380044899779
190,6.964288372633813,15,8.008931628528885,1.0446432558950711
351,3.7302036740711237,30,4.849264776292461,1.1190611022213375
308,-7.509402388606327,30,-9.762223105188225,-2.2528207165818976
194,5.60373409941322,15,6.444294214325202,0.8405601149119821
172,-4.093964426536376,15,-4.708059090516832,-0.6140946639804561
8,-5.970906033539984,4,-6.209742274881584,-0.2388362413415992
8,9.952009235108317,4,10.35008960451265,0.3980803694043331
328,5.791426210880212,30,7.528854074144276,1.737427863264064
227,-6.694550600051905,20,-8.033460720062285,-1.3389101200103806
314,-6.8519087252885535,30,-8.90748134287512,-2.0555726175865656
52,9.017386399936676,9,9.828951175930978,0.8115647759943023
280,7.614030529130972,20,9.136836634957165,1.5228061058261932
34,6.343781733232209,7,6.787846454558464,0.44406472132625474
147,-5.575258585052019,15,-6.411547372809822,-0.8362887877578027
382,1.8783197406593377,30,2.441815662857139,0.5634959221978013
289,-8.776079316810828,20,-10.531295180172993,-1.7552158633621655
348,3.9515889469060284,30,5.137065630977837,1.1854766840718085
364,5.766746609301839,30,7.496770592092391,1.7300239827905521
160,-5.616516785424322,15,-6.4589943032379695,-0.8424775178136477
367,-1.4997389284209746,30,-1.949660606947267,-0.4499216785262925
221,-2.5206988507450756,20,-3.0248386208940907,-0.5041397701490151
386,-9.35334014859069,30,-12.159342193167896,-2.806002044577207
148,-0.05510344902125475,15,-0.06336896637444295,-0.008265517353188201
218,0.40094526979682854,20,0.48113432375619425,0.08018905395936571
285,9.416242217295473,20,11.299490660754566,1.8832484434590935
283,4.7467620496964695,20,5.696114459635763,0.9493524099392934
357,-0.9158667403382239,30,-1.1906267624396911,-0.2747600221014672
212,8.004466505896993,20,9.605359807076391,1.6008933011793989
18,-6.510985361312551,5,-6.836534629378179,-0.325549268065628
190,2.40970290392017,15,2.7711583395081956,0.3614554355880255
146,1.705950607173941,15,1.961843198250032,0.25589259107609097
113,8.185494754341576,10,9.004044229775735,0.8185494754341587
252,-8.727009264093248,20,-10.472411116911896,-1.7454018528186488
368,0.06905044330067156,30,0.08976557629087303,0.020715132990201474
282,6.434124942767355,20,7.720949931320825,1.2868249885534704
357,-9.558093423972714,30,-12.42552145116453,-2.8674280271918153
62,-5.493233532195467,9,-5.987624550093059,-0.4943910178975921
292,-1.971142465312834,20,-2.365370958375401,-0.3942284930625668
89,7.615634769249652,10,8.377198246174618,0.761563476924966
182,-0.15628041714391472,15,-0.1797224797155019,-0.02344206257158718
373,2.8727081001995547,30,3.734520530259421,0.8618124300598664
56,5.567925351385274,9,6.069038633009948,0.5011132816246748
225,5.133136095053448,20,6.159763314064137,1.026627219010689
143,-0.801617420407478,15,-0.9218600334685996,-0.1202426130611216
26,9.290133768188394,7,9.940443131961581,0.6503093637731876
45,4.871839997702477,7,5.212868797541651,0.3410287998391741
24,6.393282609186549,7,6.840812391829608,0.4475297826430591
177,3.3925462103271347,15,3.9014281418762047,0.50888193154907
252,-8.083777474426695,20,-9.700532969312034,-1.6167554948853393
92,9.084022118156867,10,9.992424329972554,0.9084022118156874
358,-6.047249857492549,30,-7.861424814740314,-1.814174957247765
156,-4.519671924277704,15,-5.197622712919359,-0.6779507886416551
313,9.874339889960254,30,12.836641856948331,2.9623019669880772
283,-9.994251387935055,20,-11.993101665522065,-1.9988502775870103
146,0.41824289742596044,15,0.4809793320398545,0.06273643461389405
86,-9.592031583940878,10,-10.551234742334968,-0.9592031583940894
349,0.9279297950471239,30,1.2063087335612612,0.2783789385141373
50,-7.06556110665267,9,-7.70146160625141,-0.6359004995987405
235,1.3662729515951604,20,1.6395275419141924,0.273254590319032
180,-8.663579854390589,15,-9.963116832549176,-1.2995369781585868
109,-4.473859966495326,10,-4.921245963144859,-0.44738599664953327
24,-7.164042613960778,7,-7.665525596938032,-0.5014829829772545
129,-8.721193766847954,15,-10.029372831875145,-1.3081790650271916
175,-0.8052859887409269,15,-0.9260788870520659,-0.12079289831113893
157,-0.14037368186809296,15,-0.16142973414830689,-0.021056052280213927
147,6.913645133771755,15,7.950691903837518,1.0370467700657624
212,2.6573132541962945,20,3.1887759050355533,0.5314626508392588
357,0.010860625467403295,30,0.014118813107624284,0.0032581876402209883
170,-9.869845375601056,15,-11.350322181941213,-1.4804768063401568
111,-7.0556573124807365,10,-7.761223043728811,-0.7055657312480745
265,-6.990197163823913,20,-8.388236596588696,-1.398039432764783
231,-4.453601398913236,20,-5.3443216786958825,-0.8907202797826468
173,-2.6264763841189387,15,-3.0204478417367793,-0.3939714576178406
262,0.3382436889658891,20,0.4058924267590669,0.06764873779317782
221,5.527424797291879,20,6.632909756750254,1.1054849594583755
325,-8.390486448705431,30,-10.907632383317061,-2.51714593461163
177,7.003986304810287,15,8.054584250531828,1.0505979457215417
332,2.096107275214944,30,2.7249394577794273,0.6288321825644831
176,9.213260887604864,15,10.595250020745594,1.3819891331407295
48,4.896799758269241,7,5.239575741348088,0.34277598307884727
299,-0.47754065850911864,20,-0.5730487902109423,-0.0955081317018237
251,-3.640557710551935,20,-4.368669252662322,-0.728111542110387
131,8.94106860761639,15,10.282228898758849,1.341160291142458
8,-9.05745078325076,4,-9.41974881458079,-0.362298031330031
117,-0.44910300915612567,10,-0.49401331007173827,-0.0449103009156126
280,-8.15753285542823,20,-9.789039426513876,-1.6315065710856462
7,-2.2654229391566165,4,-2.356039856722881,-0.09061691756626455
198,-8.590257264414198,15,-9.878795854076328,-1.2885385896621298
242,2.9372689877951945,20,3.5247227853542333,0.5874537975590388
287,9.946388237167444,20,11.935665884600931,1.9892776474334877
347,-5.184203858554084,30,-6.73946501612031,-1.5552611575662256
21,0.2057757332726382,7,0.2201800346017229,0.014404301329084684
34,-4.312577343627389,7,-4.614457757681306,-0.3018804140539171
77,-6.534031189260521,10,-7.187434308186574,-0.653403118926053
178,-4.418784532475948,15,-5.08160221234734,-0.6628176798713916
100,6.881624855217186,10,7.569787340738905,0.688162485521719
242,4.804278458002088,20,5.765134149602505,0.9608556916004174
256,2.647279448664948,20,3.1767353383979375,0.5294558897329895
73,-4.854435403482191,9,-5.291334589795589,-0.43689918631339797
217,-5.787730961245199,20,-6.945277153494239,-1.1575461922490398
158,-8.0412420207295,15,-9.247428323838925,-1.2061863031094244
384,7.967748014881806,30,10.358072419346348,2.3903244044645415
359,7.488409801831516,30,9.734932742380972,2.246522940549456
179,-3.6546597509364753,15,-4.202858713576946,-0.5481989626404706
325,4.006723175459792,30,5.2087401280977295,1.2020169526379378
60,-1.5155458804166706,9,-1.651945009654171,-0.13639912923750042
329,7.23507401688358,30,9.405596221948654,2.1705222050650743
113,1.874150583947296,10,2.0615656423420257,0.1874150583947296
254,-9.964302353534285,20,-11.957162824241141,-1.992860470706857
123,-4.880039723719715,15,-5.612045682277672,-0.7320059585579566
299,0.06985106545093345,20,0.08382127854112013,0.013970213090186687
8,-3.2097806614278346,4,-3.3381718878849482,-0.12839122645711365
319,-4.58564272020414,30,-5.961335536265382,-1.3756928160612425
37,-7.283206474609116,7,-7.793030927831755,-0.509824453222639
343,4.12222904843321,30,5.358897762963173,1.236668714529963
240,-7.951545774344244,20,-9.541854929213093,-1.5903091548688488
270,-1.5974108597659615,20,-1.9168930317191537,-0.3194821719531922
138,2.3542412859313693,15,2.7073774788210745,0.3531361928897052
155,-3.905514493598008,15,-4.491341667637709,-0.585827174039701
149,-0.4352345062326979,15,-0.5005196821676026,-0.06528517593490468
84,-0.09353434723602838,10,-0.10288778195963123,-0.009353434723602852
48,-1.8262727723106131,7,-1.9541118663723562,-0.1278390940617431
36,-7.251710269878682,7,-7.75932998877019,-0.5076197188915081
102,-4.333566842687144,10,-4.766923526955859,-0.43335668426871443
381,6.163933794396744,30,8.013113932715768,1.8491801383190243
397,9.433273711567956,30,12.263255825038344,2.829982113470388
207,1.1883750861204323,20,1.4260501033445188,0.23767501722408646
149,-2.4189005935702967,15,-2.781735682605841,-0.3628350890355443
137,5.399305729057906,15,6.209201588416591,0.8098958593586856
282,3.399128257632123,20,4.078953909158547,0.679825651526424
63,3.163235911389526,9,3.4479271434145833,0.2846912320250574
26,-1.329239146416107,7,-1.4222858866652346,-0.09304674024912751
221,-8.824037553033255,20,-10.588845063639907,-1.7648075106066514
340,-0.9100048157160927,30,-1.1830062604309206,-0.2730014447148279
358,-3.6497137761349663,30,-4.744627908975456,-1.0949141328404899
349,-5.716347541786315,30,-7.43125180432221,-1.714904262535895
43,-5.973925978929476,7,-6.392100797454539,-0.41817481852506333
8,4.708919513672161,4,4.897276294219047,0.18835678054688643
273,-2.0759142938287223,20,-2.4910971525944667,-0.41518285876574446
220,7.398656703948308,20,8.878388044737969,1.4797313407896606
241,-6.004172285189105,20,-7.205006742226925,-1.2008344570378204
265,9.751576125599453,20,11.701891350719343,1.9503152251198905
379,-7.207910059232752,30,-9.370283077002577,-2.1623730177698253
393,-6.360427803609648,30,-8.268556144692543,-1.9081283410828949
113,-4.3112862413850594,10,-4.742414865523566,-0.4311286241385064
238,4.868863991047958,20,5.842636789257549,0.9737727982095912
289,7.599199734830854,20,9.119039681797025,1.5198399469661705
249,9.629061014233063,20,11.554873217079676,1.925812202846613
138,-7.785137641131598,15,-8.952908287301337,-1.167770646169739
321,-3.6834877989573283,30,-4.788534138644527,-1.105046339687199
378,9.33096705510663,30,12.130257171638618,2.7992901165319886
43,1.7418938500828691,7,1.86382641958867,0.12193256950580089
54,-0.8562367498117531,9,-0.933298057294811,-0.07706130748305784
103,0.759220431173933,10,0.8351424742913264,0.07592204311739337
221,0.06433268689766436,20,0.07719922427719723,0.012866537379532875
45,3.89896116835698,7,4.171888450141969,0.27292728178498926
222,3.473765192905372,20,4.168518231486446,0.6947530385810738
265,7.0398847503190645,20,8.447861700382877,1.4079769500638122
291,0.4857130074774414,20,0.5828556089729297,0.09714260149548826
328,-3.162413361230376,30,-4.111137369599489,-0.9487240083691129
117,2.064799181908736,10,2.2712791000996098,0.20647991819087386
340,2.616236422115561,30,3.4011073487502292,0.7848709266346683
43,7.5558141716312335,7,8.08472116364542,0.5289069920141873
